latent dims,correlation_cor,correlation_dis,correlation_cor last 10 epochs,correlation_dis last 10 epochs,recovered equations,accuracy (individualt),accuracy equations,constant MSE,average distance constants,kl_weight,test_reconstruction_loss,test_constant_loss,test_latent_correlation_loss,test_kl_divergence,correlation_dis reonstructed equations,valid reconstructed equations
16,-0.19988246262073517,0.4249976575374603,-0.16337500810623168,0.473283576965332,91,0.6180555555555556,0.016666666666666666,0.030442760388056437,0.13916730880737305,0.001,1.2353931566079457,0.030442760791629553,0.49959630767504376,0.44621611883242923,0.05098580941557884,21.0
16,-0.2027169018983841,0.2065391093492508,-0.1591009259223938,0.2466921329498291,100,0.33194444444444443,0.0,0.2319528897603353,0.3625504811604818,0.01,2.1160694559415183,0.23195289075374603,0.7793828099966049,0.19581774746378264,,4.0
16,-0.11808273941278458,0.02658277004957199,-0.17334517240524291,0.09545304775238037,100,0.3236111111111111,0.0,0.33786226908365885,0.41043612162272136,0.1,2.111841857433319,0.3378622656067212,0.9932856261730194,0.010495130981629094,0.0,0.0
16,-0.1519935578107834,0.17087595164775848,-0.16924049854278564,0.09408074617385864,100,0.30416666666666664,0.0,0.24942709604899088,0.3724623362223307,1,2.1077120900154114,0.24942708884676298,0.8902361442645391,0.0036468207836151123,0.0,0.0
16,-0.10331040620803833,0.7348856329917908,-0.10436367988586426,0.6740460872650147,99,0.7847222222222222,0.325,0.003801038364569346,0.043516071637471516,0,0.6475811252991358,0.0038010382559150457,0.32148658235867816,0.0,0.15487828850746155,13.0
16,-0.14249446988105774,0.36814603209495544,-0.16312309503555297,0.37559549808502196,79,0.7847222222222222,0.35,0.007803090413411458,0.0707513173421224,0.0001,0.7205328047275543,0.007803089916706085,0.6289059718449911,0.163152231524388,0.47075679898262024,7.0
16,-0.139309361577034,0.4792637825012207,-0.15413389205932618,0.4983646869659424,69,0.6194444444444445,0.08333333333333333,0.038713622093200686,0.16346227327982585,0.001,1.2651959458986919,0.038713620975613594,0.46411410470803577,0.4294445514678955,0.31551501154899597,8.0
16,-0.13743485510349274,0.16282980144023895,-0.16202107667922974,0.20021870136260986,100,0.3388888888888889,0.0,0.20500965118408204,0.33869113922119143,0.01,2.091657896836599,0.2050096516807874,0.8347509354352951,0.08678736848135789,0.0,0.0
16,-0.1969318985939026,0.11449024826288223,-0.18254730701446534,0.11589475870132446,100,0.3055555555555556,0.0,0.2827413558959961,0.39387499491373695,0.1,2.1486955682436624,0.28274133428931236,0.893729587395986,0.009656827198341489,0.0,0.0
16,-0.21247361600399017,0.04882384464144707,-0.1739185094833374,0.06753473877906799,100,0.35694444444444445,0.0,0.22740875879923503,0.3549359639485677,1,2.0072818994522095,0.22740877916415533,0.9404160380363464,0.0031547645727793374,0.0,0.0
16,-0.1630825698375702,0.3702683746814728,-0.14765890836715698,0.31723613739013673,63,0.825,0.38333333333333336,0.001843234027425448,0.031798213720321655,0,0.6808616121610006,0.0018432341360797484,0.6718475917975107,0.0,0.3593456447124481,12.0
16,-0.1062246561050415,0.4530766010284424,-0.1185418963432312,0.45091753005981444,48,0.7861111111111111,0.26666666666666666,0.005411404371261597,0.05949667692184448,0.0001,0.6482783804337183,0.00541140364172558,0.5639748722314835,0.17974582438667616,0.23630380630493164,12.0
16,-0.23771893978118896,0.4687131941318512,-0.19514954090118408,0.3341080904006958,94,0.6347222222222222,0.10833333333333334,0.032317205270131426,0.14731656710306804,0.001,1.227586527665456,0.03231720719486475,0.5152528882026672,0.4221397638320923,0.2626011073589325,14.0
16,-0.21821098029613495,0.2154226303100586,-0.18367600440979004,0.18398971557617189,64,0.3013888888888889,0.0,0.22569276491800944,0.36756404240926105,0.01,2.1738929947217307,0.22569277634223303,0.8114632119735082,0.11093840437630813,0.0,0.0
16,-0.16669799387454987,0.17970187962055206,-0.156729793548584,0.09078239798545837,100,0.28055555555555556,0.0,0.31055421829223634,0.4194814682006836,0.1,2.179823180039724,0.31055423989892006,0.861316497127215,0.00805036153178662,0.0,0.0
16,-0.23614811897277832,0.15228360891342163,-0.17830462455749513,0.09771407246589661,10,0.2833333333333333,0.0,0.33282012939453126,0.43354949951171873,1,2.147626578807831,0.3328201249241829,0.8795979072650274,0.0033401052157084146,0.0,0.0
16,-0.1193389892578125,0.5078766345977783,-0.12806161642074584,0.5319290161132812,1,0.8263888888888888,0.39166666666666666,0.005056042969226837,0.051611622174580894,0,0.7497824082771937,0.005056043155491352,0.4290299167235692,0.0,-0.04184744879603386,17.0
16,-0.14090074598789215,0.39734363555908203,-0.14832563400268556,0.422320556640625,49,0.7611111111111111,0.23333333333333334,0.006530365844567617,0.06278618971506754,0.0001,0.7939518590768179,0.006530365673825145,0.5481033722559611,0.16982083643476167,0.09893816709518433,16.0
16,-0.11448657512664795,0.5599815845489502,-0.14071670770645142,0.4587242126464844,58,0.6222222222222222,0.06666666666666667,0.024529091517130532,0.12060081958770752,0.001,1.251788725455602,0.024529093721260626,0.4547869960467021,0.4311246375242869,0.22650234401226044,14.0
16,-0.16697578132152557,0.19192330539226532,-0.153830623626709,0.16303976774215698,100,0.3416666666666667,0.0,0.1995430628458659,0.33693984349568684,0.01,2.109535535176595,0.1995430514216423,0.8102427273988724,0.0958364112302661,0.0,0.0
16,-0.17783255875110626,0.0544927679002285,-0.16706124544143677,0.11562591791152954,100,0.3333333333333333,0.0,0.2380650838216146,0.34107465744018556,0.1,2.1466787656148276,0.23806511610746384,0.9424857348203659,0.007029781932942569,0.0,0.0
16,-0.13518483936786652,0.20039218664169312,-0.18009666204452515,0.12153902053833007,100,0.3277777777777778,0.0,0.3457750956217448,0.41872231165568036,1,2.173914591471354,0.3457751050591469,0.8485070665677389,0.0036218191186587014,0.0,0.0
16,-0.06714516878128052,0.3824843466281891,-0.09447768926620484,0.2566856384277344,65,0.7819444444444444,0.25833333333333336,0.0038819382588068645,0.04950635035832723,0,0.7204190939664841,0.003881938406266272,0.7249690691630045,0.0,0.24103958904743195,10.0
16,-0.13280613720417023,0.29734742641448975,-0.13852404356002807,0.32930750846862794,49,0.7805555555555556,0.26666666666666666,0.00566503902276357,0.06146473884582519,0.0001,0.6821328004201254,0.00566503902276357,0.6654413640499115,0.16283051172892252,0.3135395348072052,12.0
16,-0.11749785393476486,0.43194493651390076,-0.1183161735534668,0.3816190242767334,36,0.6152777777777778,0.05,0.027948625882466636,0.13635578155517578,0.001,1.2188483476638794,0.027948628179728985,0.5683677097161611,0.3977925007541974,0.35832762718200684,12.0
16,-0.16019785404205322,0.09241537004709244,-0.17401312589645385,0.1206356167793274,97,0.3277777777777778,0.0,0.22978515625,0.35856202443440754,0.01,2.0611217816670737,0.22978517785668373,0.9031703819831213,0.10827859242757161,0.0,0.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
16,-0.0664389505982399,0.518692672252655,-0.09290283918380737,0.43303589820861815,40,0.7680555555555556,0.20833333333333334,0.0020630165934562685,0.032553223768870036,0,0.7831970552603403,0.002063016737035165,0.5439016272624334,0.0,0.4292782247066498,9.0
16,-0.1787983924150467,0.4596270024776459,-0.19298137426376344,0.4514284610748291,40,0.8125,0.3,0.00639227032661438,0.059853788216908774,0.0001,0.6195716063181559,0.006392270675860345,0.5740119318167368,0.16237731650471687,0.42391979694366455,15.0
16,-0.18594999611377716,0.5208131074905396,-0.13891590833663942,0.5088700294494629,28,0.6638888888888889,0.11666666666666667,0.035866618156433105,0.15004892349243165,0.001,1.1035215258598328,0.03586661986385783,0.4305887222290039,0.4818848942716916,0.3756937086582184,10.0
16,-0.1616264432668686,0.17836694419384003,-0.19193179607391359,0.21221685409545898,100,0.3055555555555556,0.0,0.2295060157775879,0.3743436813354492,0.01,2.1827229460080466,0.2295060083270073,0.813253695766131,0.08879824882994096,0.0,0.0
16,-0.1801965981721878,0.06628500670194626,-0.18460091352462768,0.1322668433189392,100,0.32083333333333336,0.0,0.22935282389322917,0.36199525197347004,0.1,2.133689900239309,0.22935283556580544,0.9291392266750336,0.008487701416015625,0.0,0.0
16,-0.15937556326389313,0.19460244476795197,-0.1804167866706848,0.09662862420082093,100,0.30416666666666664,0.0,0.18434591293334962,0.3385205586751302,1,2.1423949003219604,0.1843459171553453,0.8623839815457662,0.006483522554238637,0.0,0.0
16,-0.08555369824171066,0.3455943167209625,-0.07764805555343628,0.298940634727478,71,0.8055555555555556,0.2916666666666667,0.0040402049819628395,0.047378953297932944,0,0.6176129132509232,0.0040402048228619,0.6963374813397726,0.0,0.30909883975982666,12.0
16,-0.09937245398759842,0.5665820837020874,-0.11954237222671509,0.5113306522369385,14,0.7861111111111111,0.26666666666666666,0.00872320036093394,0.07372659842173258,0.0001,0.6363432457049688,0.008723199794379374,0.45426496863365173,0.16473305597901344,0.22087688744068146,13.0
16,-0.16544270515441895,0.10577846318483353,-0.18238427639007568,0.19392616748809816,100,0.6694444444444444,0.08333333333333333,0.029686848322550457,0.1360765775044759,0.001,1.0152591615915298,0.029686847080787022,0.8636208772659302,0.446509912610054,-0.1251986026763916,18.0
16,-0.19279523193836212,0.20463870465755463,-0.16761963367462157,0.16169362068176268,47,0.2875,0.0,0.16554392178853353,0.304224427541097,0.01,2.1479685505231223,0.16554391632477441,0.8090125719706217,0.08150618275006612,0.0,0.0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
