,x,y,z,Category_prefix,Category
10311,-0.3360829,0.12628154,0.9159901,"['cos', '+', 'c_1', 'x_1', '<PAD>', '<PAD>']",cos((0.66+x_1))
10312,0.40893674,-1.9275794,-0.1896703,"['asin', 'sin', 'exp', '-', 'c_1', 'x_1']",asin(sin(exp((0.71-x_1))))
10313,0.3467535,0.7123837,-0.47136593,"['+', '*', '2', 'x_1', 'abs', 'x_1']",((2*x_1)+abs(x_1))
10314,0.5912162,-3.188219,-0.70184577,"['exp', 'sqrt', 'abs', '**', 'c_1', 'x_1']",exp(sqrt(abs((0.26**x_1))))
10315,0.20653301,0.5292145,1.8359015,"['*', 'x_1', 'max', 'c_1', 'x_1', '<PAD>']","(x_1*max(0.54,x_1))"
10316,0.64339215,-1.0374545,0.7527608,"['+', 'c_1', 'sin', 'x_1', '<PAD>', '<PAD>']",(0.48+sin(x_1))
10317,-2.277769,0.94971454,0.4267016,"['*', 'c_1', '-', 'x_1', 'abs', 'x_1']",(0.01*(x_1-abs(x_1)))
10318,-0.475254,0.09700155,-0.6983917,"['exp', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","exp(max(0.73,x_1))"
10319,0.5119708,0.5161512,0.45505598,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.42,x_1)"
10320,-0.016482683,-0.000485681,-0.06046948,"['tan', 'exp', '-', 'c_1', 'x_1', '<PAD>']",tan(exp((0.35-x_1)))
10321,-0.53991544,0.12987128,0.6289868,"['cos', '+', 'c_1', 'x_1', '<PAD>', '<PAD>']",cos((0.82+x_1))
10322,-0.4227088,0.0799288,1.0901676,"['sqrt', '**', 'c_1', 'x_1', '<PAD>', '<PAD>']",sqrt((0.97**x_1))
10323,-1.6162506,0.73980755,-0.45894477,"['+', 'c_1', 'tan', 'x_1', '<PAD>', '<PAD>']",(0.12+tan(x_1))
10324,-0.4297467,1.3520408,-0.39048973,"['/', 'tan', 'x_1', '*', 'c_1', 'x_1']",(tan(x_1)/(0.16*x_1))
10325,-0.63268554,-0.4305429,-0.19047754,"['**', 'x_1', '2', '<PAD>', '<PAD>', '<PAD>']",(x_1**2)
10326,0.79533947,0.0391208,0.7640251,"['min', '*', 'c_1', 'sin', 'x_1', 'x_1']","min((0.26*sin(x_1)),x_1)"
10327,0.12959453,1.6135522,0.8254026,"['min', '*', 'x_1', 'c_1', 'sin', 'x_1']","min((x_1*0.43),sin(x_1))"
10328,1.2058666,-1.7973765,-0.26991197,"['sin', '/', 'x_1', 'c_1', '<PAD>', '<PAD>']",sin((x_1/0.97))
10329,0.15868184,-0.07724409,-1.8174838,"['asin', 'sin', '*', 'c_1', 'x_1', '<PAD>']",asin(sin((0.34*x_1)))
10330,0.9089385,-1.1735024,0.06579012,"['sin', '/', 'x_1', 'c_1', '<PAD>', '<PAD>']",sin((x_1/0.72))
10331,0.69185036,-0.18010044,-0.2500241,"['**', 'c_1', '/', 'abs', 'x_1', 'x_1']",(0.95**(abs(x_1)/x_1))
10332,-2.1499784,0.9002337,-0.34793624,"['log', '/', 'c_1', 'cos', 'abs', 'x_1']",log((0.15/cos(abs(x_1))))
10333,0.6381274,0.12085288,-0.62519705,"['*', 'c_1', 'abs', 'x_1', '<PAD>', '<PAD>']",(0.11*abs(x_1))
10334,0.7961876,0.20914297,0.9508997,"['/', '*', 'c_1', 'cos', 'x_1', 'x_1']",((0.02*cos(x_1))/x_1)
10335,-0.4001894,1.0625709,0.6679739,"['*', 'c_1', 'cos', 'tan', 'x_1', '<PAD>']",(0.86*cos(tan(x_1)))
10336,0.82426536,0.64177567,0.1157054,"['max', 'tan', 'x_1', '-', 'x_1', 'c_1']","max(tan(x_1),(x_1-0.25))"
10337,0.50247186,0.7275091,1.1430378,"['-', '*', 'x_1', 'exp', 'x_1', 'c_1']",((x_1*exp(x_1))-0.63)
10338,-1.0284393,0.9963572,1.2169778,"['*', 'x_1', '+', 'cos', 'x_1', '1']",(x_1*(cos(x_1)+1))
10339,-0.52523667,-0.96065825,0.9882865,"['+', '/', 'c_1', 'exp', 'x_1', 'x_1']",((0.19/exp(x_1))+x_1)
10340,0.12726274,0.20390159,-0.48564428,"['acos', 'cos', '-', 'c_1', 'x_1', '<PAD>']",acos(cos((0.43-x_1)))
10341,0.09630923,-0.08934744,-0.85793924,"['min', 'tan', 'x_1', 'max', 'c_1', 'x_1']","min(tan(x_1),max(0.43,x_1))"
10342,1.0807817,-0.19577765,0.67420304,"['/', 'sqrt', 'acos', 'x_1', 'c_1', '<PAD>']",(sqrt(acos(x_1))/0.86)
10343,-0.12964721,-1.412597,-0.67833734,"['min', '*', 'x_1', 'c_1', 'x_1', '<PAD>']","min((x_1*0.02),x_1)"
10344,0.68765867,0.4167936,-1.0504067,"['log', 'abs', 'cos', '/', 'c_1', 'x_1']",log(abs(cos((0.42/x_1))))
10345,-0.78893757,-0.7543417,-0.07806589,"['**', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.92**x_1)
10346,7.4767923,0.20776343,-0.29838192,"['min', '+', 'x_1', 'c_1', 'x_1', '<PAD>']","min((x_1+0.06),x_1)"
10347,-0.50308293,-1.5779492,0.22358555,"['cos', 'min', 'c_1', 'x_1', '<PAD>', '<PAD>']","cos(min(0.72,x_1))"
10348,0.12513217,-1.3279823,0.56994975,"['tan', 'min', '**', 'c_1', 'x_1', 'x_1']","tan(min((0.49**x_1),x_1))"
10349,-0.41666,-2.6873832,1.9007638,"['sin', 'exp', '*', 'c_1', 'sin', 'x_1']",sin(exp((0.16*sin(x_1))))
10350,0.5916653,-0.2470281,1.0742576,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.99,x_1)"
10351,-0.013157185,-1.6498237,-0.14429589,"['/', 'abs', 'cos', 'x_1', 'c_1', '<PAD>']",(abs(cos(x_1))/0.62)
10352,1.3349974,-0.6756366,0.9036013,"['exp', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","exp(max(0.71,x_1))"
10353,-0.56027615,0.08373556,1.8075291,"['cos', '/', 'sin', 'x_1', 'c_1', '<PAD>']",cos((sin(x_1)/0.83))
10354,0.35656428,0.4817175,2.4195158,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.02+x_1)
10355,0.38615072,1.3996997,1.1400135,"['**', 'sin', 'abs', 'asin', 'x_1', 'c_1']",(sin(abs(asin(x_1)))**0.64)
10356,0.55779105,0.4495838,0.36368126,"['exp', '+', 'c_1', 'exp', 'x_1', '<PAD>']",exp((0.59+exp(x_1)))
10357,1.5436947,-0.6972164,0.3132453,"['*', 'c_1', 'exp', 'abs', 'x_1', '<PAD>']",(0.91*exp(abs(x_1)))
10358,-1.66388,-0.10660656,-2.104758,"['+', 'x_1', '/', 'x_1', 'c_1', '<PAD>']",(x_1+(x_1/0.71))
10359,-0.11871646,1.3742144,-0.20132844,"['sin', '-', 'c_1', 'x_1', '<PAD>', '<PAD>']",sin((0.32-x_1))
10360,3.3807077,-0.32945752,-0.6582294,"['/', 'tan', 'x_1', 'c_1', '<PAD>', '<PAD>']",(tan(x_1)/0.43)
10361,1.5773599,-0.48079187,-0.25611076,"['+', 'c_1', 'cos', 'sin', 'acos', 'x_1']",(0.05+cos(sin(acos(x_1))))
10362,-1.5191189,0.086136304,-0.611134,"['cos', 'asin', 'min', 'c_1', 'x_1', '<PAD>']","cos(asin(min(0.72,x_1)))"
10363,0.23809303,-1.4360626,-0.7818453,"['*', 'c_1', 'sin', 'x_1', '<PAD>', '<PAD>']",(0.99*sin(x_1))
10364,-1.4677434,-0.19986174,-0.21355858,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.08,x_1)"
10365,-0.38536894,0.14099605,-1.8720024,"['max', '*', 'c_1', 'x_1', 'acos', 'x_1']","max((0.83*x_1),acos(x_1))"
10366,0.0077418275,0.37008142,-0.8283797,"['abs', 'asin', 'min', 'c_1', 'x_1', '<PAD>']","abs(asin(min(0.59,x_1)))"
10367,-0.71796083,0.32464787,-0.8545309,"['cos', '/', '1', 'tan', 'x_1', '<PAD>']",cos((1/tan(x_1)))
10368,0.65022343,-0.30682847,1.135386,"['*', 'tan', 'x_1', 'min', 'c_1', 'x_1']","(tan(x_1)*min(0.15,x_1))"
10369,0.70281065,-2.0791335,0.9290629,"['asin', 'sin', 'exp', '+', 'c_1', 'x_1']",asin(sin(exp((0.94+x_1))))
10370,-2.0314126,-0.06743624,1.2747476,"['*', '*', 'c_1', 'x_1', 'asin', 'x_1']",((0.48*x_1)*asin(x_1))
10371,-0.9528019,1.4082195,0.29700658,"['max', '+', 'c_1', 'cos', 'x_1', 'x_1']","max((0.95+cos(x_1)),x_1)"
10372,-1.0816835,0.36483675,-0.12672548,"['abs', '*', 'c_1', 'tan', 'x_1', '<PAD>']",abs((0.2*tan(x_1)))
10373,0.0033897609,-1.5134323,-0.4658179,"['sin', '-', 'c_1', 'x_1', '<PAD>', '<PAD>']",sin((0.89-x_1))
10374,1.2794719,1.3896961,-0.28026015,"['*', '2', 'abs', 'x_1', '<PAD>', '<PAD>']",(2*abs(x_1))
10375,0.011309668,0.12807359,-1.3226267,"['tan', 'exp', '**', 'c_1', 'asin', 'x_1']",tan(exp((0.18**asin(x_1))))
10376,0.5465367,-1.1141933,1.1162554,"['+', 'c_1', 'exp', 'x_1', '<PAD>', '<PAD>']",(0.05+exp(x_1))
10377,-0.86687225,1.2464523,0.3640527,"['-', 'c_1', 'cos', 'abs', 'tan', 'x_1']",(0.24-cos(abs(tan(x_1))))
10378,0.04687786,-2.5483491,-0.15704754,"['*', 'x_1', 'acos', 'max', 'c_1', 'x_1']","(x_1*acos(max(0.85,x_1)))"
10379,0.41174668,-0.261457,-2.1972585,"['/', 'x_1', '+', 'c_1', 'sin', 'x_1']",(x_1/(0.48+sin(x_1)))
10380,-0.1144868,0.2185416,0.8744234,"['-', '/', 'x_1', 'c_1', 'x_1', '<PAD>']",((x_1/0.11)-x_1)
10381,-1.1944907,-0.287874,0.05913536,"['log', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","log(max(0.19,x_1))"
10382,-0.51180863,-2.118698,1.9766092,"['*', 'c_1', 'sqrt', 'cos', 'x_1', '<PAD>']",(0.61*sqrt(cos(x_1)))
10383,0.519052,-1.3599536,-0.6566447,"['*', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.41*x_1)
10384,0.35965583,0.22721943,0.4383271,"['asin', '**', 'x_1', '2', '<PAD>', '<PAD>']",asin((x_1**2))
10385,1.0554981,-0.43735832,-0.26978445,"['max', 'asin', 'x_1', '*', '2', 'x_1']","max(asin(x_1),(2*x_1))"
10386,-0.58509433,0.584062,-0.3698138,"['max', 'tan', 'acos', 'x_1', 'c_1', '<PAD>']","max(tan(acos(x_1)),0.89)"
10387,-1.1195943,0.38703334,-0.5127467,"['-', 'sin', 'tan', 'x_1', 'c_1', '<PAD>']",(sin(tan(x_1))-0.75)
10388,1.0841064,-2.934658,0.80968595,"['/', 'exp', 'x_1', 'c_1', '<PAD>', '<PAD>']",(exp(x_1)/0.56)
10389,0.106277704,0.6609998,0.33981124,"['max', 'exp', 'x_1', '**', 'x_1', '2']","max(exp(x_1),(x_1**2))"
10390,1.7624973,0.009119961,1.5271771,"['/', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.35/x_1)
10391,-0.5962706,1.5451517,0.19036545,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.71+x_1)
10392,-0.6559118,-0.70773256,1.3421669,"['min', 'tan', 'x_1', '+', 'c_1', 'x_1']","min(tan(x_1),(0.06+x_1))"
10393,-0.12833801,-0.42647642,-0.3973379,"['+', 'c_1', 'tan', 'x_1', '<PAD>', '<PAD>']",(0.07+tan(x_1))
10394,-0.53361094,0.36368102,0.577503,"['acos', 'sin', '-', 'c_1', 'x_1', '<PAD>']",acos(sin((0.42-x_1)))
10395,-0.19496128,-0.6466571,-2.5626385,"['min', 'exp', 'x_1', '*', '2', 'x_1']","min(exp(x_1),(2*x_1))"
10396,-0.22551267,0.7765254,1.3994912,"['+', '+', 'c_1', 'x_1', 'asin', 'x_1']",((0.43+x_1)+asin(x_1))
10397,0.11526172,-1.0974005,0.006293267,"['/', 'c_1', 'abs', 'x_1', '<PAD>', '<PAD>']",(0.5/abs(x_1))
10398,-0.63893795,0.65292513,0.018743604,"['+', 'x_1', 'log', '**', 'x_1', '2']",(x_1+log((x_1**2)))
10399,0.89772415,-0.6076132,0.06552525,"['log', 'abs', '-', 'c_1', 'acos', 'x_1']",log(abs((0.02-acos(x_1))))
10400,0.328291,0.52803266,1.1745117,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.66+x_1)
10401,0.41609496,-0.40772775,-0.6165967,"['min', 'exp', 'x_1', '**', 'x_1', '2']","min(exp(x_1),(x_1**2))"
10402,1.8965126,0.30936244,1.9290409,"['+', 'c_1', 'cos', 'x_1', '<PAD>', '<PAD>']",(0.82+cos(x_1))
10403,0.2628858,0.030631203,0.84195364,"['exp', 'exp', '/', 'x_1', '2', '<PAD>']",exp(exp((x_1/2)))
10404,0.55628115,-0.09819138,-0.5744355,"['exp', '*', 'x_1', '-', 'x_1', 'c_1']",exp((x_1*(x_1-0.76)))
10405,1.1204036,-0.12047264,-2.5488877,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.62,x_1)"
10406,0.42179078,-1.4332601,-0.5123182,"['log', '**', 'c_1', 'acos', 'x_1', '<PAD>']",log((0.74**acos(x_1)))
10407,0.31658596,0.108544245,-1.0778484,"['exp', '-', 'c_1', 'x_1', '<PAD>', '<PAD>']",exp((0.89-x_1))
10408,0.24929792,-0.30481213,-2.5937915,"['-', 'sin', '-', 'x_1', 'c_1', 'x_1']",(sin((x_1-0.55))-x_1)
10409,1.5140992,1.2330042,1.7287635,"['exp', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",exp((0.91*x_1))
10410,1.2402349,-1.7640758,-0.27807832,"['*', '/', 'x_1', 'exp', 'x_1', 'c_1']",((x_1/exp(x_1))*0.48)
10411,2.8370264,0.828582,-1.0967226,"['tan', 'exp', 'min', 'c_1', 'x_1', '<PAD>']","tan(exp(min(0.24,x_1)))"
10412,-1.0068083,-0.5343281,-0.5125226,"['**', 'max', 'c_1', 'x_1', 'tan', 'x_1']","(max(0.55,x_1)**tan(x_1))"
10413,0.7404989,-0.23481642,-0.42090988,"['cos', '*', 'c_1', 'tan', 'abs', 'x_1']",cos((0.84*tan(abs(x_1))))
10414,-0.47476035,-2.592472,0.03995633,"['tan', 'sin', '*', 'c_1', 'x_1', '<PAD>']",tan(sin((0.96*x_1)))
10415,-1.1967123,0.77706623,-0.6816445,"['-', 'min', 'exp', 'x_1', 'x_1', 'c_1']","(min(exp(x_1),x_1)-0.22)"
10416,-0.28373426,-0.005848795,-0.29275447,"['abs', '-', 'c_1', 'x_1', '<PAD>', '<PAD>']",abs((0.32-x_1))
10417,-0.13534784,1.0160861,0.77818376,"['-', 'x_1', 'c_1', '<PAD>', '<PAD>', '<PAD>']",(x_1-0.82)
10418,-0.4975632,0.75943303,-0.92775536,"['min', 'asin', 'x_1', '*', '2', 'x_1']","min(asin(x_1),(2*x_1))"
10419,0.7559881,-1.8083228,-0.20028046,"['*', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.27*x_1)
10420,-0.4916224,-0.026295535,-1.0826249,"['asin', 'abs', 'min', 'c_1', 'x_1', '<PAD>']","asin(abs(min(0.61,x_1)))"
10421,-0.52926713,0.8426651,-0.11883181,"['sin', '+', 'c_1', 'acos', 'x_1', '<PAD>']",sin((0.24+acos(x_1)))
10422,0.8264331,2.3132663,-0.7724003,"['abs', '*', 'x_1', '+', 'c_1', 'x_1']",abs((x_1*(0.03+x_1)))
10423,-0.22442946,-0.1034777,-0.19126686,"['tan', '+', 'c_1', 'x_1', '<PAD>', '<PAD>']",tan((0.86+x_1))
10424,0.5038993,-0.063507386,1.0270009,"['exp', 'sin', 'max', 'c_1', 'x_1', '<PAD>']","exp(sin(max(0.34,x_1)))"
10425,1.9591757,0.27031404,1.2382036,"['*', 'c_1', 'asin', 'cos', 'x_1', '<PAD>']",(0.04*asin(cos(x_1)))
10426,0.20834343,0.73492414,-0.516771,"['sin', 'tan', 'tan', '+', 'c_1', 'x_1']",sin(tan(tan((0.5+x_1))))
10427,-0.7467188,-0.5020288,0.5973896,"['exp', 'abs', '*', 'c_1', 'sin', 'x_1']",exp(abs((0.05*sin(x_1))))
10428,0.5508289,0.7646954,-0.7097867,"['**', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.91**x_1)
10429,-0.83593965,-0.54492843,-0.94665015,"['tan', '+', 'c_1', 'x_1', '<PAD>', '<PAD>']",tan((0.45+x_1))
10430,0.068227425,-1.5477996,0.8467304,"['abs', '-', 'x_1', '/', 'x_1', 'c_1']",abs((x_1-(x_1/0.22)))
10431,-0.57848996,-0.28667015,-0.4310025,"['+', '+', 'c_1', 'x_1', 'tan', 'x_1']",((0.75+x_1)+tan(x_1))
10432,-1.2917049,-0.6679181,0.8363401,"['max', '1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(1,x_1)"
10433,-0.0013486892,-0.8543817,1.5199876,"['*', '2', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(2*x_1)
10434,-0.17918858,-2.2098718,-0.10730559,"['*', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.15*x_1)
10435,0.6832333,-0.8758696,0.8934413,"['sqrt', 'sqrt', 'asin', 'max', 'c_1', 'x_1']","sqrt(sqrt(asin(max(0.71,x_1))))"
10436,-0.18645504,0.5460095,1.1596886,"['-', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.02-x_1)
10437,1.4126673,0.15053314,-0.45236522,"['**', 'c_1', 'exp', 'x_1', '<PAD>', '<PAD>']",(0.69**exp(x_1))
10438,1.0202765,-0.7972252,1.2488813,"['exp', 'abs', '+', 'c_1', 'x_1', '<PAD>']",exp(abs((0.89+x_1)))
10439,-0.64983827,-0.40011483,-0.110308275,"['+', 'c_1', 'tan', 'cos', 'x_1', '<PAD>']",(0.57+tan(cos(x_1)))
10440,1.6515547,-1.2374103,-0.913592,"['*', 'c_1', 'asin', 'x_1', '<PAD>', '<PAD>']",(0.86*asin(x_1))
10441,-1.4047403,0.13749003,-0.5663178,"['sqrt', 'cos', '**', 'x_1', '2', '<PAD>']",sqrt(cos((x_1**2)))
10442,-0.4351536,0.61443746,1.4773442,"['cos', 'min', '*', 'x_1', 'c_1', 'x_1']","cos(min((x_1*0.28),x_1))"
10443,0.019781623,1.1807915,0.014037162,"['max', '*', 'c_1', 'acos', 'x_1', 'x_1']","max((0.21*acos(x_1)),x_1)"
10444,-1.4555227,-1.75053,1.2161794,"['/', 'x_1', '*', 'c_1', 'abs', 'x_1']",(x_1/(0.81*abs(x_1)))
10445,1.2145411,-1.374438,0.40531316,"['sqrt', '**', 'abs', 'x_1', 'c_1', '<PAD>']",sqrt((abs(x_1)**0.46))
10446,0.9464968,0.73387724,-1.0712363,"['sqrt', 'tan', 'abs', 'min', 'c_1', 'x_1']","sqrt(tan(abs(min(0.82,x_1))))"
10447,-0.5451288,0.0083688125,0.35868677,"['min', '*', 'x_1', 'c_1', 'asin', 'x_1']","min((x_1*0.84),asin(x_1))"
10448,1.4561243,0.09584612,-0.19482134,"['*', 'x_1', 'acos', 'max', 'c_1', 'x_1']","(x_1*acos(max(0.36,x_1)))"
10449,0.6688545,-2.415344,-0.38732076,"['sin', 'abs', 'min', 'c_1', 'x_1', '<PAD>']","sin(abs(min(0.57,x_1)))"
10450,0.66148406,-0.37162834,-1.0185206,"['**', 'max', 'c_1', 'x_1', 'tan', 'x_1']","(max(0.14,x_1)**tan(x_1))"
10451,-0.5184243,-0.48605025,1.4094692,"['/', 'tan', 'x_1', 'c_1', '<PAD>', '<PAD>']",(tan(x_1)/0.81)
10452,0.26367652,0.8018373,-0.54449415,"['exp', 'min', '1', 'x_1', '<PAD>', '<PAD>']","exp(min(1,x_1))"
10453,0.25159806,-0.34322295,-2.669575,"['max', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(0.16,x_1)"
10454,0.5949294,-0.0123052895,0.6770934,"['cos', 'exp', '/', 'c_1', 'sin', 'x_1']",cos(exp((0.47/sin(x_1))))
10455,-1.0413316,3.0272348,-1.0741313,"['*', 'x_1', 'acos', '*', 'c_1', 'x_1']",(x_1*acos((0.68*x_1)))
10456,-0.749384,0.047109157,0.10664973,"['asin', 'sqrt', 'max', 'c_1', 'x_1', '<PAD>']","asin(sqrt(max(0.33,x_1)))"
10457,-1.323256,0.34796014,0.437746,"['/', 'max', 'tan', 'x_1', 'x_1', 'c_1']","(max(tan(x_1),x_1)/0.87)"
10458,0.13806036,0.5151829,0.7515764,"['abs', 'cos', 'cos', '**', 'c_1', 'x_1']",abs(cos(cos((0.25**x_1))))
10459,0.20625275,-0.19807523,0.728391,"['**', 'x_1', '3', '<PAD>', '<PAD>', '<PAD>']",(x_1**3)
10460,1.3567927,1.084245,-0.082343906,"['/', 'c_1', 'tan', 'cos', 'x_1', '<PAD>']",(0.98/tan(cos(x_1)))
10461,0.82387584,0.055300586,-0.40484262,"['*', 'x_1', 'exp', '**', 'c_1', 'x_1']",(x_1*exp((0.66**x_1)))
10462,0.5106515,0.36598742,-1.2717309,"['abs', 'asin', 'cos', 'min', 'c_1', 'x_1']","abs(asin(cos(min(0.72,x_1))))"
10463,-2.4265378,0.1399032,-0.3979215,"['*', 'x_1', 'max', 'c_1', 'x_1', '<PAD>']","(x_1*max(0.73,x_1))"
10464,-0.1899304,0.70675784,-0.8008099,"['max', '-', 'c_1', 'x_1', 'sin', 'x_1']","max((0.56-x_1),sin(x_1))"
10465,-1.4405733,0.59494454,0.3372984,"['sqrt', '+', 'c_1', 'abs', 'x_1', '<PAD>']",sqrt((0.23+abs(x_1)))
10466,0.7844335,-0.069406435,-0.8824143,"['acos', 'sin', '-', 'c_1', 'x_1', '<PAD>']",acos(sin((0.58-x_1)))
10467,0.4197725,-1.8687085,0.971519,"['*', 'c_1', 'acos', 'x_1', '<PAD>', '<PAD>']",(0.83*acos(x_1))
10468,0.23486657,0.9711176,-0.6991183,"['+', 'c_1', 'cos', 'sqrt', 'acos', 'x_1']",(0.64+cos(sqrt(acos(x_1))))
10469,-0.7841199,0.3682413,1.5126274,"['max', '+', 'c_1', 'x_1', 'asin', 'x_1']","max((0.34+x_1),asin(x_1))"
10470,-0.16233166,-1.3181334,-0.32214454,"['abs', 'cos', '-', 'c_1', 'exp', 'x_1']",abs(cos((0.86-exp(x_1))))
10471,-0.31815273,-0.9767654,0.10107842,"['*', '2', 'abs', 'x_1', '<PAD>', '<PAD>']",(2*abs(x_1))
10472,-0.79754657,0.48904088,-0.37627798,"['sin', '/', 'x_1', 'c_1', '<PAD>', '<PAD>']",sin((x_1/0.17))
10473,0.08822822,0.8167117,0.97837424,"['*', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.95*x_1)
10474,0.2547359,0.73851913,1.4326602,"['*', 'x_1', 'max', 'c_1', 'x_1', '<PAD>']","(x_1*max(0.85,x_1))"
10475,0.7672624,-0.2212984,-0.87052655,"['/', 'sin', 'x_1', 'c_1', '<PAD>', '<PAD>']",(sin(x_1)/0.93)
10476,3.2354617,0.9575131,-1.0545933,"['+', 'x_1', '1', '<PAD>', '<PAD>', '<PAD>']",(x_1+1)
10477,-0.053217374,-0.9486884,0.4304945,"['cos', 'sin', '**', 'x_1', '2', '<PAD>']",cos(sin((x_1**2)))
10478,0.39138883,-1.8445206,-0.24483266,"['/', 'abs', '/', 'x_1', 'c_1', 'x_1']",(abs((x_1/0.92))/x_1)
10479,-1.2444766,0.19672507,-0.66686666,"['**', 'abs', 'x_1', '/', 'x_1', '4']",(abs(x_1)**(x_1/4))
10480,-0.2840897,0.32173777,-0.67942137,"['+', 'c_1', 'exp', 'sin', 'x_1', '<PAD>']",(0.67+exp(sin(x_1)))
10481,-0.988229,0.5242776,-0.57694733,"['/', 'abs', 'x_1', 'c_1', '<PAD>', '<PAD>']",(abs(x_1)/0.72)
10482,-0.029482566,-1.4204267,0.5485164,"['+', 'x_1', 'sin', '+', 'c_1', 'x_1']",(x_1+sin((0.39+x_1)))
10483,0.7982327,0.56269395,0.38135523,"['sin', 'max', '1', 'x_1', '<PAD>', '<PAD>']","sin(max(1,x_1))"
10484,0.3311042,0.34840292,-0.36412546,"['exp', '/', 'x_1', 'c_1', '<PAD>', '<PAD>']",exp((x_1/0.44))
10485,0.23414835,0.11691451,-1.5335325,"['*', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.19*x_1)
10486,0.963964,2.3114083,0.13185447,"['tan', 'min', 'c_1', 'x_1', '<PAD>', '<PAD>']","tan(min(0.72,x_1))"
10487,0.28915155,1.4618332,-0.26837674,"['sqrt', '+', 'c_1', 'acos', 'x_1', '<PAD>']",sqrt((0.07+acos(x_1)))
10488,-0.43277505,-0.3821064,1.1511577,"['/', 'log', 'abs', 'x_1', '2', '<PAD>']",(log(abs(x_1))/2)
10489,0.93247443,0.5405241,1.419666,"['sin', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",sin((0.19*x_1))
10490,0.4167933,-0.6292775,-1.1124647,"['tan', '*', 'x_1', '+', 'c_1', 'x_1']",tan((x_1*(0.94+x_1)))
10491,-1.2539071,0.5387536,-0.7088707,"['exp', 'max', 'c_1', 'cos', 'asin', 'x_1']","exp(max(0.45,cos(asin(x_1))))"
10492,-1.8433745,-1.5451388,-1.0449183,"['tan', '-', 'x_1', 'c_1', '<PAD>', '<PAD>']",tan((x_1-0.77))
10493,-0.41713503,0.33290642,0.88070476,"['/', '1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(1/x_1)
10494,-0.5156929,0.94035125,-0.26354602,"['max', 'x_1', '/', 'c_1', 'exp', 'x_1']","max(x_1,(0.35/exp(x_1)))"
10495,0.7039053,0.16206728,1.0820794,"['abs', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",abs((0.85*x_1))
10496,0.49049884,1.0089699,1.4067067,"['cos', 'sqrt', '**', 'cos', 'x_1', 'c_1']",cos(sqrt((cos(x_1)**0.16)))
10497,-0.066579185,0.8091399,-0.62279,"['+', '-', 'c_1', 'x_1', 'sin', 'x_1']",((0.49-x_1)+sin(x_1))
10498,-0.7033009,1.8064858,-0.23456103,"['exp', '**', 'x_1', '2', '<PAD>', '<PAD>']",exp((x_1**2))
10499,-1.1312616,0.6778382,-0.9611458,"['min', 'x_1', '-', 'cos', 'x_1', 'c_1']","min(x_1,(cos(x_1)-0.65))"
10500,-0.817479,-0.2508175,0.81117266,"['sin', 'tan', 'min', 'c_1', 'x_1', '<PAD>']","sin(tan(min(0.77,x_1)))"
10501,0.95676816,-0.58152175,0.7876071,"['tan', '**', 'c_1', 'sqrt', 'exp', 'x_1']",tan((0.47**sqrt(exp(x_1))))
10502,1.198741,-0.12339958,-1.6454283,"['*', 'x_1', '+', 'c_1', 'x_1', '<PAD>']",(x_1*(0.41+x_1))
10503,0.46263212,-0.36822632,-2.5430007,"['*', '**', 'c_1', 'acos', 'x_1', 'x_1']",((0.9**acos(x_1))*x_1)
10504,-1.2106129,0.015787927,1.5997885,"['+', 'x_1', 'sin', 'max', 'c_1', 'x_1']","(x_1+sin(max(0.56,x_1)))"
10505,-0.7597266,0.645392,1.4262321,"['*', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.04*x_1)
